comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
AL20240925104400-226060,AL20240925104400,Carles,Fa 4 dies,,"Ja nomes falta que treguin partida publica per comprar vots, no te limits l'afany de ""convencer"" cada dia genereu mes neguit amb tant interes que demostren alguns.",,22,2
AL20240925104400-226023,AL20240925104400,toni,Fa 4 dies,,"La Carine no podria demanar quin és el cost de tot aquest procés? viatges del Landri + acompanyants, secretaris, departament, advocats, assessors, etc... sisplau... més transparència... la festa ens està sortint molt cara... Tot per a que els nostres fills puguin fer ERASMUS, o si un andorrà viatja a Finlandia i es fa mal que li cobreixi la Seguretat Social...",,26,5
AL20240925104400-226010,AL20240925104400,"SENSE CAP PUDOR, A LO GRANDE QUE JA PAGA EL POBLE.",Fa 4 dies,,"Per això sí que hi ha calés eh, ara per donar cobertura sanitària a gent gran que ha perdut la feina per això ni un euro, i aquesta merda de pantalles que no servirà per res i ens costa un ronyó i part del altre tot pagat de les nostres butxaques, ESTEU FETS UNS GALTES DE CUIDADO",,28,1
AL20240925104400-226008,AL20240925104400,Bojos ?,Fa 4 dies,,Però que ens hem tornat bojos ?? Ens hem gastat 175.000€ en això ?? Valga'm Déu !! De qui ha estat aquesta idea ?? Qui ha autoritzat aquesta bestiesa ?? ... No pot ser ... la noticia deu estar equivodada !!,,30,1
AL20240925104400-226007,AL20240925104400,Comisionistes,Fa 4 dies,,Aquí algú s’ha embutxacat una bona morterada d’euros.,,24,1
AL20240925104400-226042,AL20240925104400,oscar,Fa 4 dies,,"Si, segurament el de les pantalles :-). A saber perqué.",,20,1
AL20240925104400-226006,AL20240925104400,Pep,Fa 4 dies,,Que maco tot.. Al mirar-se al matí al mirall no tenen remordiments aquesta gent?,,21,1
AL20240925104400-226005,AL20240925104400,Serà per pressupost!,Fa 4 dies,,El que fàci falta,,18,0
AL20240925104400-226004,AL20240925104400,miquel,Fa 4 dies,,Gasto el que representara l associacio  3 milions euros anuals fixos per mantindre rasca panxes inutils.. no UE    NO ...,,22,1
AL20240925104400-225981,AL20240925104400,Andorrà,Fa 4 dies,,Encara ni hem votat i ja comença el despilfarro de diner públic… quin negoci per als 4 de sempre serà aixo de l’associació amb la UE,,59,8
AL20240925104400-226031,AL20240925104400,Pol,Fa 4 dies,,"El diners públics que ja s'han destinat fins a la data per l'Acord d'Associació, que encara el poble no ha decidit si votarà a favor, és moltíssim més del que costen aquestes pantalles...",,20,1
AL20240920205600-225541,AL20240920205600,Bridgerton,Fa 5 dies,,"Si guanya el si, enviaran tots els immigrats arribats en cayuco a Canàries. S'ha de repartir la merda o pobresa. Pero riquesa tranquils que no arribarà",,0,0
AL20240920205600-225523,AL20240920205600,Xavier,Fa 5 dies,,"Parole,parole,parole i amenaces , aquí l.unic que no es una incertesa  es que nomes en sortiran beneficiats els 4 que es pensen que el país es seu i han fet les institucions corruptes plenes de ventres agraits i en deute . Jo que no estic aquí i he patit la corruptela pública votaré NO pero no hem faig cap il.lusio que l.acord s.aplicara igual pero segurament d.una forma diferent si surt el NO.",,0,0
AL20240920205600-225528,AL20240920205600,Lia,Fa 6 dies,,"Andorra amb les seves particularitats ha arribat on és per la seva personalitat , propia i única, sols sense ningú, no deixem de perdre la nostra identitat, fem acords de col.laboració, portem les coses al nostre terreny, no ens venguem a Europa,haurem de fer els que ens impossin i manem nosaltres, reflexioneu!!!!",,2,0
AL20240920205600-225466,AL20240920205600,Isisí,Fa 6 dies,,El tsunami d inmigració ja el tením.Lo següent serà l ' invasió extraterrestre,,10,0
AL20240920205600-225462,AL20240920205600,Manuel de Falla,Fa 6 dies,,"El Petit Prince i la seva colla li han dit: Patrick, Patrick, sispli, explica a aquests infectes que no pertanyen al meu col-lectiu de palmeros que si no votan si al refrendum, l'oscurantisme d'apoderarà d'aquest petit país i ni la banca, els promotors immo, ni els ""grans"" empresaris podrem augmentar els nostres beneficis. Patrick, els hi has de fer por, por fi!",,9,0
AL20240920205600-225446,AL20240920205600,Toni,Fa 2 dies,,Quedar fora de la construcció d’Europa?,,9,0
AL20240920205600-225464,AL20240920205600,.,Fa 1 dia,,"Doncs no ho sé si construcció o desconstrucció, com es descuidin comença una altra guerra als balcans..",,6,1
AL20240920205600-225436,AL20240920205600,Maika,Fa 2 dies,,"Crec que vostè no pot tenir cap credibilitat en el que diu vist com està el seu país. No cal ser molt llest per predir en el que ens podem convertir mirant els paisos UE que ens envolten. A mes de la greu inseguretat ciutadana, la invasió de cultures que son l'oposat al respecte i la democracia, la burocracia que escanya la ciutadania treballadora i la que ens alimenta en favor de les grans corporacions... no, no son conspiracions.... ara ja no... la població es molt torpe i credula para cada cop desperta mes.... Inclus hem pogut apreciar com de belicista es el nostre coprincep que pretenia iniciar una guerra propia amb Russia.... A vegades dubto si ell i els demes dirigents pensen defensar el benestar del seu poble o tan sols atenen a interessos tercers que no son els generals. El que esta clar es que acceptant les seves regles haurem de convertir-nos en el sou vosaltres i a mes no tindrem el mes minim dret a oposar-nos a res del que decidiu. No es aixo una perdua total de sobirania o de vassallatge ferotge? Intenteu redreçar primer aquesta UE decadent i en agonia extrema, intenteu fer-la independent de l'actual amo america i si us en sortiu llavors en parlem.",,28,0
AL20240920205600-225435,AL20240920205600,Ques estic censurat?,Fa 2 dies,,"NO NEED EU, EN 3 AÑOS NO TENDRAS NADA Y SERAS FELIÇ.    Tota aquesta panda ens volen vendre la moto que entrant allà dins a la BOCA DEL LLOP serem mes feliços que un OCHO,  però va a ser que no, tot es una punyetera mentida, l’agenda 2030 no es per riure, ens estan baixant els estàndards de tot perquè la classe mitja ja casi a desaparegut a tot Europa, avanç es considerava una persona de classe mitja a qualsevol persona que tingues, PIS DE PROPIETAT, SEGONA RESIDENCIA, 1 HO 2 COTXES FINS A 3, FEINA FIXA I UNS INGRESOS ASSEGURATS, PER ACABAR UNS ESTALVIS DE MINIM 100 MIL EUROS (PODER MES I TOT). Avui com tenen EUROPA amb desintegració total i els estàndards per nassos els tenen de baixar del contrari seriem tots mes pobres que les rates si tens 1 pis, 1 cotxe, 30 mil euros al banc i fas ½ setmanes de vacances al any JA ETS CLASSE MITJA,  COM TINGIS 2 RESIDENCIA, 2 COTXES I 100 MIL AL BANC TE FAN CREURE QUE ETS MILIONARI, curiosament tot això avanç la gent que treballava i estalviava podia arribar a tenir 40 anys enrere, som cada dia mes pobres, el nostre nivell de vida cada dia es mes merda però estant maquillant tot per fer que amb res ens conformem i encara ens creiem que som rics, SABEU QUANS MILIONARIS TE ESPAÑA SOLAMENT 800, quants en tenia avanç? Molts, per un altre costat els i venen la moto als joves que disfrutin (que emplenin terrasses, concerts, que no parin de viatjar etc) en lloc de inculcar la cultura del esforç i el sacrifici per poder tenir un coixí al futur, no passa res sempre queda afers socials i el plat de llenties, ES VERITAT ELLS DISFRUTARANT MOLT, VIATJARAN MOLT, CADA DIA ESTARANT DE TERRASES I CONCERTS, NO TINDRAN UN PIS, ELS I DIUEN QUE NO CAL EL COTXE QUE TOTS AMB TRANSPORT PUBLIC ETC i els 4 multimilionaris entre ells els polítics  perquè aquets si que son multimilionaris i no milionaris tindran cada dia el cotorro mes controlat i avui amb 30 mil euros ets considerat classe mitja alta, QUIEN TE A VISTO I QUIEN TE VE EUROPA. I lo pitjor que els joves encara creuen aquesta mentida",,16,0
AL20240920205600-225434,AL20240920205600,ho tinc clar,Fa 2 dies,,"Fantàstica confirmació: ""Andorra continuarà com un país tercer, quedarà fora de la construcció europea i no hi haurà negociacions que es puguin reprendre ràpidament."" Això és una gran oportunitat per a Andorra, assegura el seu futur!!!",,18,1
AL20240920205600-225430,AL20240920205600,Primer controleu la vostra immigració,Fa 2 dies,,"Ja, ja, ja… ells que no han estat capaços de controlar la seva immigració i tenen un munt de problemes socials associats, ens diuen que no serà un problema… Sovint la realitat acostuma a coincidir amb el contrari que afirmen els polítics (els sofistes de la nostra època).",,22,0
AL20240920205600-225427,AL20240920205600,Javierín,Fa 2 dies,,Molt 'Andorra we love you' peeò la carretera del Pas no l'arregleu ni per mal de morir.  AdiEU,,12,0
AL20240920205600-225425,AL20240920205600,Nosoymarqués,Fa 2 dies,,Claro que habrá..un gran tsunami..como lo hay en toda Europa..solo saben mentir...hoy mucha suavidad..para que os creáis todo.y mañana una patada..se acabaria Andorra..mira como Suiza no quiere entrar..porque no son tontos..ni se creen nada...no se como no mirais como está Europa..! Un desastre..!..y cada vez peor.. Andorra siempre a vivido bien ..gracias a ella misma..no cometan ese error...Andorra su gran avance en todo a sido..por estar sola..por no hacer lo que hace el resto de Europa..? Si habria una guerra..? que harian sus hijos o nietos allí ? Cuando solo saben vivir en paz..los llamarian y tendrian que ir..el trabajo..lo cogerian los de fuera..excluyendo a los de aquí..!! Pero ya !! ..Y a obedecer a todo sin rechistar..? Así les gustariá vivir...pues eso pasará..olvidense de la paz y tranquilidad..!! Por favor no lo hagan !! En un futuro lo agradecerán..y no respetan nada en Europa..de lo pactado hoy...mañana no existirá...y se llevaran las manos a la cabeza.. diciendo ? Pero que hemos hecho? ..ellos prometieron..ellos firmaron..ellos juraron..y ahora ..nada de nada..eso es lo unico que conseguirán..pactos que nunca.se cumpliran..o algo añadirán luego..inventandose lo que sea...para decir..que en su momento era así..pero que ahora es así..etc..etc,,16,1
AL20240920205600-225424,AL20240920205600,Vito,Fa 2 dies,,Estar a Europa es entregar les claus de casa teva per que altres hi entrin i hi manin. No volem estar a Europa.  NOOOOOO a Europa!,,19,1
AL20240920205600-225417,AL20240920205600,Van der Lying,Fa 2 dies,,"On estan aquestes garanties? Jo no les vec enlloc sl texte. L’UE, institució del que no es pot fiar, sino mireu lo que esta passant a Hongria ara mateix.",,9,0
AL20240920205600-225411,AL20240920205600,Josep,Fa 2 dies,,"És clar que no, perquè aquests últims tres anys ja s'han encarregat els que estan al costat del Barramar de portar-los a tots, igual que altres que ara només es dediquen a fer publicitat a Instagram... XD",,6,0
AL20240920205600-225403,AL20240920205600,Maria,Fa 2 dies,,"Jajaj,  i la moncloa que diu... Crec que tenim dret de decidir.",,17,1
AL20240920205600-225399,AL20240920205600,Manel,Fa 2 dies,,"Amb la deriva que porta la UE de descontrol migratori, de càrrega fiscal insuportable per a mantenir pensions a tantíssims que no aporten res... etc. No és cap atractiu. És evident. Preservem les nostres fronteres.",,31,0
AL20240920205600-225395,AL20240920205600,QUE TE DE DIR AQUET SI VIU DE LA UE TAMBÉ,Fa 2 dies,,Un tsunami de immigració de valor afegit segur que no ( que es lo que necessita el país) ara un tsunami de desnonats del 3 mon això segur que si perquè ja tenim mig sud-americà aquí i l’altre mig arribaran després amb lo collonada dels drets humans  ( PER ELLS PERQUE PER ELS D’AQUI RES),,47,1
AL20240920205600-225393,AL20240920205600,Andorrá,Fa 2 dies,,"La gent veig que encara no s’entera que no entrarem a l’Uniò Europea, que es nomès un acord d’associació.",,8,33
AL20240920205600-225398,AL20240920205600,Carles,Fa 2 dies,,"Nomes un Acord? De lliure circulacio de serveis i persones...fica-li el nom que vulguis pero el mercat Andorra sera esborrat del mapa a curt termini.  Ens faran emigrar forçosament a exercir feines de profesio liberal que per la seva caracteristica ens em de desplaçar, no son feines de teletreball ni online. Arquitectes, Enginyers, Psicolegs, Metges, Fisioterapeutes, ...etc la gran majoria tenim molt clar la negativa a convidar a venir serveis de paisos amb infrasous.",,33,0
AL20240920205600-225390,AL20240920205600,Monkeypox virus,Fa 2 dies,,"como tengamos un pais como el tuyo Francia de delincuencia y immigracion, atentados etc  enterate bien coprincipe que NO QUEREMOS ESTAR EN LA EU no nos vendas que estar en Europa es mejor etc. todo es mentira solo son impuestos, aumento de IGI , inmigracion ilegal , delincuencia, robos,  NO  EUROPA!!!!  NO AL ACUERDO DE ASOCIACION CON EUROPA!!!! NO BRUSELAS!!!! mira España Canarias las pateras que llegan diariamente todos para Andorra ya tienen ganas de venir hacer turismo de calidad",,43,4
AL20240920205600-225387,AL20240920205600,Joana,Fa 2 dies,,"Ho diu algú que té el país ple d'immigrants, que la meitat dels nous francesos no parlen ni francès, sinó àrab. Quina credibilitat pot tenir aquest senyor? Continuar sent un país tercer és el que volem la majoria d'andorrans, no volem acabar com França, on la majoria d'empresaris han de marxar del seus país. Tal com passarà a Andorra si s'aprova aquest maleït acord.",,43,2
AL20240920205600-225381,AL20240920205600,Joan,Fa 2 dies,,"El SI és com a Malta? Aneu i pregunteu quin poder tenen i que els hi fan aquests grans 'constructors' de progrés amb l'immigració. No li digueu 'ACORD'; és xantatge, sempre podem vendre el que queda de la nostra sobirania a Noruega o Suïssa, jo votaria SI.",,25,0
AL20240920205600-225380,AL20240920205600,Amtonio el Borratxo,Fa 2 dies,,"No si el tsunami d’imigració descontrolada i plé d’ilegals ja el tenim ara, no cal esperar a l’Acord d’Associació que negocia el perroflauta!",,28,2
AL20240920205600-225376,AL20240920205600,Pau,Fa 2 dies,,"No podemos ser tan ingenuos… el acuerdo con la UE vendrá de la mano de una oleada de inmigrantes. La UE ha demostrado decenas de veces como chantajea a estados miembros para imponer su autoridad. Señores, que ya no estamos en los 90, ser de la UE no es un caramelito en dulce, es una olla a punto de explotar…y Andorra se quiere meter voluntariamente, de locos.",,26,2
AL20240920205600-225375,AL20240920205600,No,Fa 2 dies,,No vull UE!.,,39,0
AL20240920205600-225374,AL20240920205600,Observador,Fa 2 dies,,Justamenr aixo volem. Estar fora del projecte. Preocupis de la seva europa que andofra no vol associarse a vostes,,26,0
AL20240920205600-225368,AL20240920205600,..,Fa 2 dies,,"No...si ja sabem que no hi hauria un tsunami de migració, el que ens preocupa és el tipus d'immigració...i no poguer fotre fora als delinqüents que trencarien la pau social del pais..",,51,5
AL20240920205600-225364,AL20240920205600,Dorri,Fa 2 dies,,Qualsevol persona que pugui parlar anglès fins a cert punt i estar al dia de les notícies i els informes de Brussel·les sap el que representa la UE. La UE significa: - Centralisme - Burocràcia - Mendacitat i doble moral - Migració incontrolada - Renunciar a la pròpia identitat - impostos i impostos elevats - Partidaris de les grans corporacions - Política que la fan persones que no tenen ni idea de per què són a l'oficina en primer lloc  Andorra necessita la UE? NO! Perquè Andorra perirà a la UE!,,66,4
AL20240920205600-225363,AL20240920205600,Jean Marie,Fa 2 dies,,"Sempre he estat a favor de la UE, pero fa uns anys que crec es un error entrar. La UE es un club de decadencia que sostreu sobirania als estats membres. La politica de fronteres obertes ha condenat Europa i no hi ha volta enrere ja. NO a l’acord!",,72,3
AL20240902193100-222722,AL20240902193100,Pascal B,Fa 26 dies,,"Ben fet per part de l'Elisi! DA, enganyeu a la vostra família no als pensionistes!",,9,0
AL20240902193100-222721,AL20240902193100,Gràcies,Fa 26 dies,,"Gràcies al Copríncep Francès i la seva Representació a Andorra per treballar promovent la Justícia especialment entre els més desfavorits. I per cert, per on passava l'Altre front aquesta reivindicació? Segurament ""ni està ni se l'espera"" ocupat en els seus temes d'interès personal",,8,0
AL20240902193100-222719,AL20240902193100,Lampista,Fa 26 dies,,Y el Govern haciéndose el Andorrano,,8,1
AL20240925164000-226160,AL20240925164000,NO ESTARÀ TANCAT EL TEMA?,Fa 3 dies,,"Per cert on paren els 9 milions ja se sap alguna cosa, HO ES TEMA ENTERRAT COM SEMPRE? Imagino que  la fiscalia ja esta treballant amb el tema i posa tota la carn a la graella perquè apareguin ho els responsables paguin els plats trencats, segurament deu ser així  ja ja ja",,11,0
AL20240925164000-226147,AL20240925164000,Jo,Fa 3 dies,,Comú d'Andorra = 20 dies de mitja/any de baixa dels seus treballadors. Si sumeu la resta de comuns i Govern em fa por saber quants dies de mitja/any toca/treballador... Aquí ho deixo...,,10,1
AL20240925164000-226114,AL20240925164000,Micastavalemas,Fa 3 dies,,Muchos son los de baja...que no tienen nada...y trabajan en 2 sitios..al de dia no van ...pero al de...tarde-noche SI...porque a partir de las 6 u 7 de la tarde no se controla nada...el burro que dice...que masajes terapeuticos !! no !! Reza que mañana ...no te pase a ti..eso es algo necesario...la gente no lo hace por gusto..?y dientes y gafas..no ? De que psiquiatrico te has escapado ? Acaso crees que tu no lo vas a necesitar..? Escupe para arriba que te caerá encima..tiempo al tiempo...,,8,3
AL20240925164000-226113,AL20240925164000,No entén,Fa 3 dies,,I d'on ve aquest déficit? Si cada vegada tens menys cobertura. Això és la mala gestió dels alts càrrecs,,16,0
AL20240925164000-226096,AL20240925164000,Si,Fa 3 dies,,"Pues no será per pagar, ulleres, podòlegs, i altres que necesitem tots els que em cotitzat tota la vida i no ens oblidem de la gent gran. NO TENIU VERGONYA",,19,2
AL20240925164000-226095,AL20240925164000,Torb,Fa 3 dies,,"Pues deixeu de pagar tetas, canvi de sexse entre altres. Ha!!! I deixeu de dinar el 100% al que tenen diners, són amics O simplement venen amenaçan. Som tots els treballadors que paguem aquestes injustícies.",,21,1
AL20240925164000-226094,AL20240925164000,Andorrana,Fa 3 dies,,Pues resulta que ara la Cass ens reclama factures del any 2019. Sou uns poques vergonyes fa anys que esteu robant al poble i després repartiu els 100% com fi fossin caramels. Les coses oficials no prescriuen al cap de cinc anys? No teniu vergonya.  I Govern i la justícia que fan?? Res de res,,11,1
AL20240925164000-226061,AL20240925164000,Juan,Fa 4 dies,,"Que vigilin les baixes i canviarà la foto. Hi ha una quantitat de gent increïble amb molta cara. I que els inspectors no diguin que falta gent, els hi falta ganes de treballar. Tenen la barra de dir que “no poden qüestionar al metge” Poden !! No volen",,44,8
AL20240925164000-226058,AL20240925164000,Realitat,Fa 4 dies,,"Si deixen de pagar ulleres, dents i massatges terapèutics, s'acaba el dèficit.",,9,35
AL20240925164000-226142,AL20240925164000,Isard,Fa 3 dies,,I baixes infinites amb la polsera del “tot inclós” i a sobre els donen permisos per anar a la platja mentres els que treballem i dobleguem el llom no tenim temps ni diners per anar-hi.,,13,0
AL20240925164000-226055,AL20240925164000,Marc,Fa 4 dies,,A veure com ho pensen pagar els comunistes. Potser parant la economia i menjant herba dels prats,,7,7
AL20240925164000-226048,AL20240925164000,Doncs tanqueu la porta i li foteu foc,Fa 4 dies,,"Doncs tanqueu la porta i li foteu foc, no és el treballador normal qui el provoca, són els 4 ex directors, ex caps de àrea, ex assessor etc, tots cobrant 3 ho 4 pagès i xanxullos varis.  PD. Per cert que se sap dels 9 milions de euros que ja no se'n parlem TEMA ENTERRAT COM SEMPRE?",,38,3
AL20240925164000-226135,AL20240925164000,DONCS TANQUEU LA PORTA I LI FOTEU FOC,Fa 3 dies,,I de pas si volen que i deixin els seus super gestors allà dins que així farem neteja,,6,2
AL20240925164000-226080,AL20240925164000,María,Fa 3 dies,,Tal qual.,,5,2
AL20240928175800-226610,AL20240928175800,Pere,Fa 13 hores,,"No és la setmana del llibre en Català, és la setmana de les editorials en català, un escriptor que autoediti  no pot anar a aquest esdeveniment, per tant no poden assistir tots els llibres",,1,0
AL20240928175800-226565,AL20240928175800,Per favor quin teatre,Fa 1 dia,,"Mare meva quin morro que li posen al tema!  se'n va a Barcelona a reivindicar el català, EMPLENANT el país de SUDAMERICANS que ni Déu atent a cap botiga amb, cafeteria, restaurant  amb català i ningú controla      que així sigui i té la poca vergonya i la paxorra de sortir amb aquesta buleria, si lo únic que us preocupa per tots els  vostres negocis es que surtin  ven baratos, 2 a preu de 1 i lo altre us la bufa, imagino que es per això que tenim el QUEXUA com a llengua de referència",,7,2
AL20240919073000-225305,AL20240919073000,floreta,Fa 9 dies,,"afegeixo que manca equilibri en la valoració de les estratègies en l'article, cosa que també es una tecnica de comunicació politica per part del autor i membre de DA jijiji",,6,26
AL20240919073000-225304,AL20240919073000,floreta,Fa 9 dies,,"Si us plau no són les ""eleccions nord-americanes"" ... són les eleccions dels Estats Units d'America...",,8,17
AL20240918215300-225202,AL20240918215300,Kamaku,Fa 9 dies,,"Amb tants erudits,i aquí preocupats per els urbans,el Comu rectifica i ja,que mes? que mes??? Ui ui ui la maria aquesta si va fer el k li va sortir d’allà i ni gu li va torça el nas mira ara han pagat a un urbà una pasta per feina mal feta no?deuen ser els mateixos juristes i tècnics,tindran el b1 o no? Igual son universitaris quin preu tenen les seves pífies i quines conseqüències per ells?",,8,0
AL20240918215300-225134,AL20240918215300,Frans,Fa 10 dies,,"Jo si fos periodista, revisarà els edictes, veient el comentari de Psicopata i l’edicte, això és que s’ha fet altres cops i segur a altres parròquies, podeu començar per finals del 2023…és brutaliti!",,7,0
AL20240918215300-225109,AL20240918215300,andorra,Fa 10 dies,,"si només fos a circulació, i els altres departaments que .... i el sindicat on es ?",,10,0
AL20240918215300-225065,AL20240918215300,Mercè,Fa 10 dies,,Desconec les normes que hi havien anteriorment ni quines  aplicaran finalment però és una vergonya moltes vegades sentir parlar qualsevol agent de l’autoritat perqué s’expresen molt malament en català ja voldria veure els redactats !! O sigui que si necesiten un nivell avançat sobre tot oral !,,24,3
AL20240918215300-225059,AL20240918215300,Sicòpata,Fa 10 dies,,"Qui ha rebentat aquest concurs ho ha fet amb coneixement de causa i sabent el que feia i sense tenir en compte el mal que ha fet a molta gent per interés propi i per desacreditar a la corporació actual. Estem d'acord que l'edicte esta mal fet, pero es pot donar un temps per que la persona es tregui el B1 ja que fins gener i juny 2025 no hi ha convocatories a Gover i les places les necessitem ja. Ja que saps tant de lleis, en el nostre reglament intern, hi ha un article que parla del secret professional i de no anar escampant la merda fora del departament. Espero que el karma t'arribi aviat. Has deixat el nostre departament a l'alçada del betun i molta gent que som profesionals NO ENS HO MEREIXEM.",,14,28
AL20240918215300-225275,AL20240918215300,Té nassos la cosa,Fa 9 dies,,"Les convocatories de govern son cada any. Ja fa dies que us podieu haver tret el B2, però entenc que és més fàcil  protestar que obrir un llibre.",,5,2
AL20240918215300-225273,AL20240918215300,Semàfor,Fa 9 dies,,"Secret professional de què? Si està publicat al bopa on tothom té accés on és el secret? El que calen son comandaments com déu mana, no el que hi ha ara, que de dos no en fas un. Que inclús en el seu dia de festa van buscant al guàrdia a veure que fá, veuen vehicle mal estacionat i fan fotos i l'envien per WhatsApp per a que vagi el guardia i faci algo, en comptes de gaudir de la festa o les vacances en família. M'alegro que hagi sortit aquesta notícia, així el ciutadà s'adona que això de millorar el mal clima laboral és una simple ""pantomima"" fan els edictes a mida i després passa el que passa i qui acaba perjudicat es el ciutadà. Des de gener del 2023, on estàn les càmares unipersonals, s'ha parlat algo de la prejubilació, s'ha definit el tema de ""Cos especial en àmbit comunal""? Estem entrant al 2025 i res de res, clar, es que com és una millora, que es fotin. I no és un capritx és per llei, tant si els hi agrada com si no, a que esperen a respectar la llei o complir-la? Però després si l'agent fa algo que no agrada al comandament tot i que el comandament tingui festa o vacances estàs fotut.",,7,1
AL20240918215300-225206,AL20240918215300,Mufló,Fa 9 dies,,"És el que passa quan ja no et fan favorets. Et cabrejes i dius tonteries. Quin nivell d'Agents de Circulació que tenim, especialment algun caporal que ni coneixen l'educació.",,8,0
AL20240918215300-225189,AL20240918215300,Plumer,Fa 10 dies,,Molt ben dit San ?,,0,0
AL20240918215300-225147,AL20240918215300,Andorrà Crític,Fa 10 dies,,"És ben senzill, si no tens el nivell de català no pots accedir a la plaça. Sou els primers que heu de complir la llei . . . Estic segur que no col·lapsarà el trànsit parroquial d'aquí a Gener. I als ""afectats"" . . . A ESTUDIAR CATALÀ!",,11,0
