id,datetime_added,journal,search_term,datetime_article,category,type,title,link,nb_of_comments
AL20240927183300,2024-09-28 12:55:02.038978,altaveu,la,2024-09-27 18:33:00,successos,article,Detinguts dos homes a la Seu d’Urgell per tràfic de substàncies estupefaents,https://www.altaveu.com/actualitat/successos/detinguts-dos-homes-seu-urgell-trafic-substancies-estupefaents_60652_102.html,2
AL20240927141900,2024-09-28 12:55:02.038978,altaveu,la,2024-09-27 14:19:00,reportatge,report,‘Beautiful boy’: l’excusa per obrir el diàleg sobre la salut mental i mantenir-lo tot l’any,https://www.altaveu.com/reportatges/beautiful-boy-excusa-obrir-dialeg-sobre-salut-mental-mantenir-lo-tot-any_60645_102.html,0
AL20240927133300,2024-09-28 12:55:02.038978,altaveu,la,2024-09-27 13:33:00,tribunals,article,Condemnada a sis anys de presó i una multa de 40.000 euros ‘la cambrera de la coca’,https://www.altaveu.com/actualitat/tribunals/tribunal-corts-rebaixa-sis-anys-pena-la-cambrera-coca-multa-40000_60643_102.html,0
AL20240927130100,2024-09-28 12:55:02.038978,altaveu,la,2024-09-27 13:01:00,justicia,article,L’atracador de la gasolinera d’Encamp s’aferra a què no hi va haver perill per demanar menys pena,https://www.altaveu.com/actualitat/justicia/atracador-gasolinera-encamp-aferra-no-hi-va-haver-perill-demanar-menys-pena_60641_102.html,3
AL20240927125100,2024-09-28 12:55:02.038978,altaveu,la,2024-09-27 12:51:00,parroquies,article,La mina de Llorts incrementa visitants a l’estiu i obrirà els caps de setmana fins al 8 de desembre,https://www.altaveu.com/actualitat/parroquies/mina-llorts-incrementa-visitants-estiu-obrira-caps-setmana-fins-8-desembre_60640_102.html,0
AL20240927101900,2024-09-28 12:55:02.038978,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,21
AL20240927094400,2024-09-28 12:55:02.038978,altaveu,la,2024-09-27 09:44:00,successos,article,Un turista circulava amb més del doble d’alcohol permès amb la dona i els fills menors al cotxe,https://www.altaveu.com/actualitat/successos/turista-circulava-mes-doble-alcohol-permes-dona-fills-menors-cotxe_60635_102.html,1
AL20240928121600,2024-09-28 12:55:02.038978,altaveu,el,2024-09-28 12:16:00,parroquies,article,Govern enllesteix el tram afectat per l’esllavissada del passeig Valira,https://www.altaveu.com/actualitat/parroquies/govern-enllesteix-tram-afectat-esllavissada-passeig-valira_60470_102.html,0
AL20240928082000,2024-09-28 12:55:02.038978,altaveu,el,2024-09-28 08:20:00,interior,article,Els bombers emeten 25 factures per cobrar rescats de muntanya durant el 2024,https://www.altaveu.com/actualitat/interior/bombers-emeten-25-factures-cobrar-rescats-muntanya-durant-2024_60646_102.html,14
AL20240928080000,2024-09-28 12:55:02.038978,altaveu,el,2024-09-28 08:00:00,vinyetes,image,Decidir què fer amb el cos,https://www.altaveu.com/vinyetes/decidir-fer-cos_60655_102.html,0
AL20240927212300,2024-09-28 12:55:02.038978,altaveu,el,2024-09-27 21:23:00,reportatge,report,El Caldes Festival comença passat per aigua (i no és termal),https://www.altaveu.com/reportatges/caldes-festival-comenca-passat-aigua-i-no-es-termal_60658_102.html,0
AL20240927174300,2024-09-28 12:55:02.038978,altaveu,el,2024-09-27 17:43:00,transport,article,Lleugeres modificacions en els horaris del bus lliure a partir del dilluns per millorar el servei,https://www.altaveu.com/actualitat/transport/lleugeres-modificacions-en-horaris-bus-lliure-partir-dilluns-millorar-servei_60651_102.html,2
AL20240927173000,2024-09-28 12:55:02.038978,altaveu,el,2024-09-27 17:30:00,afers exteriors,article,Espot fa a l’ONU una crida implícita a Rússia i Israel a acatar “el dret internacional humanitari”,https://www.altaveu.com/actualitat/afers-exteriors/espot-fa-onu-crida-implicita-russia-israel-acatar-el-dret-internacional-humanitari_60649_102.html,21
AL20240927112200,2024-09-28 12:55:02.038978,altaveu,el,2024-09-27 11:22:00,esport,article,Ferran Costa no es mulla sobre el tema de l’estadi: “Confio molt en tothom que forma part del club”,https://www.altaveu.com/actualitat/esport/ferran-costa-no-es-mulla-sobre-tema-estadi-confio-molt-en-tothom-forma-part-club_60637_102.html,0
AL20240927073000,2024-09-28 12:55:02.038978,altaveu,el,2024-09-27 07:30:00,opinio,opinion,El camí cap a una administració més eficaç,https://www.altaveu.com/opinio/cami-cap-administracio-mes-eficac_60623_102.html,0
BO20240927001007,2024-09-28 12:55:02.038978,bondia,andorra,2024-09-27 00:10:07,noticia,article,Mereixia millors padrins,https://www.bondia.ad/cultura/mereixia-millors-padrins,0
BO20240927000003,2024-09-28 12:55:02.038978,bondia,andorra,2024-09-27 00:00:03,noticia,article,El Club Vòlei Encamp obre el nou curs al Pas de la Casa,https://www.bondia.ad/esports/el-club-volei-encamp-obre-el-nou-curs-al-pas-de-la-casa,0
BO20240927010004,2024-09-28 12:55:02.038978,bondia,la,2024-09-27 01:00:04,noticia,article,Jonathan López-Vera: “A l’elit política del Japó hi ha molts descendents de samurais”,https://www.bondia.ad/cultura/jonathan-lopez-vera-a-l-elit-politica-del-japo-hi-ha-molts-descendents-de-samurais,0
PE20240928110000,2024-09-28 12:55:02.038978,periodic,la,2024-09-28 11:00:00,noticia,article,Cardelús sortirà en 22a posició a Indonèsia ,https://www.elperiodic.ad/noticia/108671/cardelus-sortira-en-22a-posicio-a-indonesia,0
PE20240928103000,2024-09-28 12:55:02.038978,periodic,la,2024-09-28 10:30:00,noticia,article,Espot reitera a l'ONU el compromís d’Andorra envers el desenvolupament sostenible i els drets humans,https://www.elperiodic.ad/noticia/108670/espot-reitera-al-secretari-general-de-lonu-el-compromis-dandorra-envers-la-pau-el-desenvol,0
PE20240928090000,2024-09-28 12:55:02.038978,periodic,la,2024-09-28 09:00:00,noticia,article,Febles nevades enfarinen els cims d'Andorra,https://www.elperiodic.ad/noticia/108669/febles-nevades-enfarinen-els-cims-dandorra,0
PE20240928000000,2024-09-28 12:55:02.038978,periodic,la,2024-09-28 00:00:00,editorial,editorial,La justícia andorrana reafirma la seva fermesa,https://www.elperiodic.ad/editorial/108668/la-justicia-andorrana-reafirma-la-seva-fermesa,0
PE20240927193000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 19:30:00,noticia,article,Tret de sortida a la 21a Vila Medieval de Sant Julià amb un caire més local,https://www.elperiodic.ad/noticia/108667/tret-de-sortida-la-21a-vila-medieval-de-sant-julia-amb-un-caire-mes-local,0
PE20240927190000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 19:00:00,noticia,article,La FIS atorga a Andorra dues cites de Copa del Món,https://www.elperiodic.ad/noticia/108664/la-fis-aposta-per-andorra-com-a-seu-de-la-copa-del-mon-pel-curs-2025-26-i-el-2026-27,0
PE20240927184500,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 18:45:00,noticia,article,L’FC Andorra visita un Lugo necessitat,https://www.elperiodic.ad/noticia/108665/lfc-andorra-visita-un-lugo-necessitat,0
PE20240927180000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 18:00:00,noticia,article,"Espot: ""Res no justifica els atacs contra la població civil ni la irracionalitat de la guerra""",https://www.elperiodic.ad/noticia/108663/espot-res-no-justifica-els-atacs-contra-la-poblacio-civil-ni-la-irracionalitat-de-la-guerr,0
PE20240927170000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 17:00:00,noticia,article,L'ADJRA organitza la projecció de 'Beautiful Boy' per conscienciar sobre la salut mental,https://www.elperiodic.ad/noticia/108661/lassociacio-en-defensa-del-jovent-en-risc-convida-a-veure-la-pellicula-beautiful-boy-el-di,0
PE20240927163000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 16:30:00,noticia,article,La Bombonera: la clau de l'èxit,https://www.elperiodic.ad/noticia/108659/morabanc,0
PE20240927140000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 14:00:00,noticia,article,Andorra aposta per consolidar-se com a referent en innovació internacional,https://www.elperiodic.ad/noticia/108658/andorra-exposa-el-projecte-de-larea-dinnovacio-a-escala-pais-al-congres-mundial-de-parcs-c,0
PE20240927131500,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 13:15:00,noticia,article,La justícia condemna a sis anys de presó amb expulsió de 25 anys a 'la cambrera de la coca',https://www.elperiodic.ad/noticia/108657/el-jutge-condemna-a-sis-anys-de-preso-i-a-una-expulsio-del-pais-de-25-anys-a-la-cambrera-d,0
PE20240927130000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 13:00:00,noticia,article,La mina de ferro de Llorts amplia el seu calendari d'obertura per potenciar el turisme,https://www.elperiodic.ad/noticia/108655/la-mina-de-ferro-de-llorts-amplia-el-seu-calendari-dobertura-per-potenciar-el-turisme,0
PE20240927123000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 12:30:00,noticia,article,"Projecte Vida celebra la campanya de Salut, però reclama la falta de canvis suggerits",https://www.elperiodic.ad/noticia/108656/es-una-campanya-que-esperavem-des-del-2022,0
PE20240927121500,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 12:15:00,noticia,article,Cardelús fa una passa endavant a Mandalika,https://www.elperiodic.ad/noticia/108653/cardelus-fa-una-passa-endavant-a-mandalika,0
PE20240927120000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 12:00:00,noticia,article,Assandca lamenta la inacció de Govern envers la proposta de llei sobre el dret a l'oblit sanitari,https://www.elperiodic.ad/noticia/108654/assandca-celebra-la-proposta-del-ps-sobre-el-dret-a-loblit-sanitari,0
PE20240927110000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 11:00:00,noticia,article,La Policia intercepta un vehicle amb tabac de contraban per un valor de més de 22.700 euros,https://www.elperiodic.ad/noticia/108652/la-policia-intercepta-un-vehicle-amb-tabac-de-contraban-amb-valor-de-mes-de-22.700-euros,0
PE20240927101500,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 10:15:00,noticia,article,Acció Feminista reclama cobertura sanitària per a les dones que volen avortar fora d'Andorra,https://www.elperiodic.ad/noticia/108651/accio-feminista-reclamacobertura-sanitaria-per-a-les-dones-que-volen-avortar-fora-dandorra,0
PE20240927093000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 09:30:00,noticia,article,Localitzen mort un home en una benzinera de l'avinguda Santa Coloma,https://www.elperiodic.ad/noticia/108650/mor-un-home-a-andorra-la-vella,0
PE20240927091500,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 09:15:00,noticia,article,Detingudes quatre persones per conduir sota els efectes de l'alcohol o les drogues,https://www.elperiodic.ad/noticia/108649/detingudes-quatre-persones-per-conduir-sota-els-efectes-de-lalcohol-o-les-drogues,0
PE20240927004500,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 00:45:00,opinio,opinion,Consultori fiscal,https://www.elperiodic.ad/opinio/article/108645/consultori-fiscal,0
PE20240927003000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 00:30:00,opinio,opinion,Les excuses de mal pagador,https://www.elperiodic.ad/opinio/article/108644/les-excuses-de-mal-pagador,0
PE20240927000000,2024-09-28 12:55:02.038978,periodic,la,2024-09-27 00:00:00,editorial,editorial,Un cop dur i inesperat que no afectarà només el futur del club,https://www.elperiodic.ad/editorial/108646/un-cop-dur-i-inesperat-que-no-afectara-nomes-el-futur-del-club,0
AR20240928123123,2024-09-28 12:55:02.038978,ara,andorra,2024-09-28 12:31:23,societat,article,Xavier Espot i Imma Tor es reuneixen amb la comunitat andorrana als EUA,https://www.ara.ad/societat/xavier-espot-imma-tor-reuneixen-comunitat-andorrana-als-eua_1_5153902.html,0
AR20240927111029,2024-09-28 12:55:02.038978,ara,andorra,2024-09-27 11:10:29,societat,article,L’artista andorrana Judit Gaset guanyadora del I Premi Internacional ‘Armando Reverón’,https://www.ara.ad/societat/l-artista-andorrana-judit-gaset-guanyadora-premi-internacional-armando-revero-n_1_5152908.html,0
AR20240927181046,2024-09-28 12:55:02.038978,ara,andorra,2024-09-27 18:10:46,politica,article,Andorra reitera que Palestina no compleix els requisits per ser considerada un estat,https://www.ara.ad/politica/andorra-reitera-palestina-no-compleix-requisits-considerada_1_5153266.html,0
AR20240927140255,2024-09-28 12:55:02.038978,ara,andorra,2024-09-27 14:02:55,societat,article,Andorra Recerca i Innovació acorda un conveni amb Konza Technopolis per impulsar la innovació,https://www.ara.ad/societat/andorra-recerca-innovacio-acorda-conveni-konza-technopolis-impulsar-l-innovacio_1_5153057.html,0
DI20240928111800,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 11:18:00,nacional,article,"El Festival de Jazz d'Escaldes, Serras Andorra, HBX Group i la Cambra, els guardonats del Skål Club",https://www.diariandorra.ad/nacional/240928/festival-jazz-d-escaldes-serras-andorra-hbx-group-i-cambra-els-guardonats-skal-club_158958.html,0
DI20240928110400,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 11:04:00,nacional,article,Andorra i Noruega signen un programa de mobilitat juvenil,https://www.diariandorra.ad/nacional/240928/andorra-i-noruega-signen-programa-mobilitat-juvenil_158957.html,3
DI20240928103500,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 10:35:00,nacional,article,Els cims es lleven emblanquinats,https://www.diariandorra.ad/nacional/240928/els-cims-lleven-enfarinats_158956.html,0
DI20240928101800,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 10:18:00,nacional,article,Accident amb un motorista ferit a la Massana,https://www.diariandorra.ad/nacional/240928/accident-amb-motorista-ferit-massana_158955.html,0
DI20240928063700,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 06:37:00,entreteniment,article,El vestit pop de l'emperador,https://www.diariandorra.ad/entreteniment/240928/vestit-pop-l-emperador_158949.html,0
DI20240928062200,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 06:22:00,nacional,article,L’atracador de la benzinera d’Encamp demana una rebaixa de la pena,https://www.diariandorra.ad/nacional/240928/l-atracador-benzinera-d-encamp-demana-rebaixa-pena_158945.html,0
DI20240928062100,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 06:21:00,nacional,article,Trobat mort un home en una benzinera,https://www.diariandorra.ad/nacional/240928/trobat-mort-home-benzinera_158944.html,0
DI20240928061400,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 06:14:00,la-contra,article,“‘Nua’ vol generar pensament crític sobre la intimitat”,https://www.diariandorra.ad/la-contra/240928/nua-vol-generar-pensament-critic-sobre-intimitat_158941.html,0
DI20240928061000,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 06:10:00,opinio,opinion,Casella de sortida,https://www.diariandorra.ad/opinio/editorial/240928/casella-sortida_158940.html,0
DI20240928060900,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 06:09:00,opinio,opinion,Camí nou al bisbat d’Urgell,https://www.diariandorra.ad/opinio/la-tribuna/240928/cami-nou-bisbat-d-urgell_158938.html,2
DI20240928060800,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 06:08:00,opinio,opinion,Referèndum o eleccions?,https://www.diariandorra.ad/opinio/les-set-claus/240928/referendum-eleccions_158936.html,8
DI20240928060500,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 06:05:00,nacional,article,Condemnen a sis anys de presó la ‘cambrera de la droga’,https://www.diariandorra.ad/nacional/240928/condemnen-sis-anys-preso-cambrera-droga_158933.html,0
DI20240928060000,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 06:00:00,nacional,article,Acció Feminista expressa la seva decepció amb el SIAD,https://www.diariandorra.ad/nacional/240928/accio-feminista-expressa-seva-decepcio-amb-siad_158934.html,3
DI20240928055600,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 05:56:00,nacional,article,“Hem de canviar la imatge negativa de l’envelliment”,https://www.diariandorra.ad/nacional/240928/hem-canviar-imatge-negativa-l-envelliment_158932.html,0
DI20240928055500,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 05:55:00,nacional,article,Els bombers reclamen el cost de 25 rescats a les persones auxiliades,https://www.diariandorra.ad/nacional/240928/els-bombers-reclamen-cost-25-rescats-les-persones-auxiliades_158931.html,11
DI20240928055300,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 05:53:00,nacional,article,Espot defensa a l’ONU que “res no justifica l’atac a civils”,https://www.diariandorra.ad/nacional/240928/espot-defensa-l-onu-res-justifica-l-atac-civils_158930.html,24
DI20240928055100,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 05:51:00,nacional,article,Els contrabandistes esquiven la llei ‘trossejant’ les compres,https://www.diariandorra.ad/nacional/240928/els-contrabandistes-esquiven-llei-trossejant-les-compres_158929.html,30
DI20240928053600,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 05:36:00,esports,article,Il·lusió i exigència,https://www.diariandorra.ad/esports/240928/il-lusio-i-exigencia_158924.html,0
DI20240928053300,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 05:33:00,esports,article,La FIS proposa Andorra per a dues Copes del Món,https://www.diariandorra.ad/esports/240928/fis-proposa-andorra-per-dues-copes-mon_158923.html,1
DI20240928053000,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 05:30:00,esports,article,"Costa, segur que l’FC Andorra solucionarà l’afer de l’estadi",https://www.diariandorra.ad/esports/240928/costa-segur-l-fc-andorra-solucionara-l-afer-l-estadi_158922.html,0
DI20240928052800,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 05:28:00,esports,article,El Mundial de trial no s’aturarà a Sant Julià l’any vinent,https://www.diariandorra.ad/esports/240928/mundial-trial-s-aturara-sant-julia-l-any-vinent_158921.html,2
DI20240928052700,2024-09-28 12:55:02.038978,diari,andorra,2024-09-28 05:27:00,esports,article,Ranger’s i Sideco Encamp lluiten per la Supercopa,https://www.diariandorra.ad/esports/240928/ranger-s-i-sideco-encamp-lluiten-per-supercopa_158920.html,0
DI20240927202300,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 20:23:00,nacional,article,Retencions quilomètriques a l'entrada de Sant Julià en sentit nord,https://www.diariandorra.ad/nacional/240927/retencions-quilometriques-l-entrada-sant-julia-sentit-nord_158917.html,1
DI20240927195200,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 19:52:00,parroquies,article,Sant Julià dona el tret de sortida a la 21a Vila Medieval amb activitats per a tota la família,https://www.diariandorra.ad/parroquies/240927/sant-julia-dona-tret-sortida-21a-vila-medieval-amb-activitats-per-tota-familia_158916.html,0
DI20240927190800,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 19:08:00,esports,article,Tret de sortida al 53è Ral·li d'Andorra Històric amb tres convidats de luxe i un cotxe benèfic,https://www.diariandorra.ad/esports/240927/tret-sortida-53e-ral-li-d-andorra-historic-amb-tres-convidats-luxe-i-cotxe-benefic_158915.html,1
DI20240927184500,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 18:45:00,nacional,article,"Espot defensa que ""res no justifica els atacs a la població civil, contra hospitals i escoles""",https://www.diariandorra.ad/nacional/240927/espot-afirma-res-justifica-els-atacs-poblacio-civil-hospitals-i-escoles_158913.html,12
DI20240927162300,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 16:23:00,esports,article,Trencat l'acord per al nou estadi,https://www.diariandorra.ad/esports/240927/trencat-l-acord-per-nou-estadi_158874.html,19
DI20240927150600,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 15:06:00,nacional,article,Ensenyat referma el compromís d'Andorra en la lluita contra el canvi climàtic,https://www.diariandorra.ad/nacional/240927/ensenyat-referma-compromis-d-andorra-lluita-canvi-climatic_158912.html,5
DI20240927131700,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 13:17:00,nacional,article,Andorra exposa el projecte de l'àrea d'innovació a escala país a Kènia,https://www.diariandorra.ad/nacional/240927/andorra-exposa-model-d-innovacio-escala-pais-kenia_158908.html,10
DI20240927124200,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 12:42:00,parroquies,article,La mina de Llorts obrirà els caps de setmana fins el 8 de desembre,https://www.diariandorra.ad/parroquies/240927/mina-llorts-obrira-els-caps-setmana-fins-8-desembre_158907.html,0
DI20240927111800,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 11:18:00,nacional,article,Acció Feminista reclama la despenalització de l'avortament amb cobertura sanitària,https://www.diariandorra.ad/nacional/240927/accio-feminista-reclama-despenalitzacio-l-avortament-amb-cobertura-sanitaria_158906.html,12
DI20240927101700,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 10:17:00,nacional,article,"Detingut un conductor accidentat amb 1,84 d'alcoholèmia i dos menors al cotxe",https://www.diariandorra.ad/nacional/240927/detingut-conductor-accidentat-amb-1-84-d-alcoholemia-i-dos-menors-cotxe_158905.html,0
DI20240927093200,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 09:32:00,nacional,article,Trobat mort un home a una benzinera de l'avinguda Santa Coloma,https://www.diariandorra.ad/nacional/240927/trobat-mort-home-benzinera-l-avinguda-santa-coloma_158904.html,26
DI20240927064800,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 06:48:00,nacional,article,Vacunat de llengua blava tot el ramat boví i oví del país,https://www.diariandorra.ad/nacional/240927/vacunat-llengua-blava-tot-ramat-bovi-i-ovi-pais_158903.html,4
DI20240927063800,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 06:38:00,entreteniment,article,Caldes Festival. 'La salle d'attente',https://www.diariandorra.ad/entreteniment/240927/caldes-festival-salle-d-attente_158900.html,0
DI20240927062400,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 06:24:00,nacional,article,Stop Violències s’uneix amb una entitat veneçolana proavortista,https://www.diariandorra.ad/nacional/240927/stop-violencies-s-uneix-amb-entitat-venecolana-proavortista_158895.html,18
DI20240927062200,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 06:22:00,nacional,article,Govern i Ski Andorra s’alien per garantir la seguretat laboral a les pistes,https://www.diariandorra.ad/nacional/240927/govern-i-ski-andorra-s-alien-per-garantir-seguretat-laboral-les-pistes_158894.html,2
DI20240927060600,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 06:06:00,opinio,opinion,Un perfecte ambaixador del català,https://www.diariandorra.ad/opinio/la-tribuna/240927/perfecte-ambaixador-catala_158887.html,2
DI20240927060400,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 06:04:00,opinio,opinion,Prevenir el suïcidi,https://www.diariandorra.ad/opinio/foc-i-lloc/240927/prevenir-suicidi_158886.html,5
DI20240927055400,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 05:54:00,nacional,article,El PS impulsa el dret a l’oblit sanitari al marge del Govern,https://www.diariandorra.ad/nacional/240927/ps-impulsa-dret-l-oblit-sanitari-marge-govern_158882.html,0
DI20240927055200,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 05:52:00,nacional,article,Xavier Espot treu pit de l’“exemplaritat” d’Andorra a l’ONU,https://www.diariandorra.ad/nacional/240927/xavier-espot-treu-pit-l-exemplaritat-d-andorra-l-onu_158881.html,18
DI20240927054900,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 05:49:00,nacional,article,Grandvalira modifica l’organigrama i nomena dos directors generals,https://www.diariandorra.ad/nacional/240927/grandvalira-modifica-l-organigrama-i-nomena-dos-directors-generals_158880.html,18
DI20240927054700,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 05:47:00,nacional,article,Salut mental atén més de 3.000 adults el 2023,https://www.diariandorra.ad/nacional/240927/salut-mental-aten-mes-3-000-adults-2023_158879.html,8
DI20240927054300,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 05:43:00,nacional,article,Els advocats s’uneixen contra l’abús de la presó provisional,https://www.diariandorra.ad/nacional/240927/els-advocats-s-uneixen-l-abus-preso-provisional_158878.html,9
DI20240927054100,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 05:41:00,parroquies,article,Dards encreuats per l’habitatge i les inversions entre majoria i minoria,https://www.diariandorra.ad/parroquies/240927/dards-encreuats-per-l-habitatge-i-les-inversions-majoria-i-minoria_158877.html,5
