comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
AL20240920090100-225423,AL20240920090100,Todosopinan,Fa 7 dies,,O sea cada cinco años..los propietarios (joden) la vida a los inquilinos tengan familia o no...haciendoles buscar otro piso..! Que bonito ! ? Y teneis conciencia..? Hoy no sabeis ni lo que es eso...menos mal que el tiempo se encarga de ...devolveros el mal que haceis..por el cochino dinero... ! ojalá se llenen de prostíbulos!  Los pisos de los que haceis eso..,,1,8
AL20240920090100-225412,AL20240920090100,Lluis Martinet,Fa 7 dies,,"Bon día El intervencionismo del Estado en la propiedad privada para solucionar problemas que no puede, no quiere o no sabe es anticonstitucional y supone una afrenta al Estado de Derecho.     Por qué no interviene en el suelo urbanizable para construir viviendas sociales???     Porque paga precios más altos por 4 hoteles de los que estaban publicitados sólo para mostrar que se ha hecho algo???    Por qué se construye con destrozo del medio ambiente urbanizaciones de lujo a precios desorbitados para enriquecimiento de unos pocos y perjuicios para muchos???    Porque no se estipula en las nuevas construcciones un porcentaje para viviendas sociales???    El salto de aquella Andorra de la que ""casi"" todo valía a la Andorra de solo para unos pocos, en tan poco espacio de tiempo refleja improvisación y falta de pericia para crear un modelo donde se incluya a todos con una calidad de vida acorde a los tiempos.",,7,1
AL20240920090100-225340,AL20240920090100,Coordinadora,Fa 8 dies,,"Per resumir:   Segons les dades de Govern n'hi han 45.000 habitatges al país:   70 per cent estan en règim de lloguer, es a dir, uns 28.000 contractes d'arrendament en tot el país ... I la coordinadora fot el crit al cel per 50 casos...   Bon cap de setmana!",,17,7
AL20240920090100-225338,AL20240920090100,Mark,Fa 8 dies,,"Als propietaris de pisos vells ja no ens surt a compte tenir-los llogats. Les despeses igualen o superen el que s'ingressa (en molts casos 300 o 400 euros), canvi d'ascensor, manteniment de calderes amb reglaments que canvien cada any, assegurances que pujen un 20% anual, impostos, termos, manteniment, neteja d'escala..... A la que acabin les prorrogues (que algun dia acabaran perquè la justicia els tombarà) els pisos aniran a les meves filles, a la mare i algun cosí. No els llogaré més!!",,24,4
AL20240920090100-225333,AL20240920090100,Propietarios,Fa 8 dies,,"La ley inmobiliaria está hecha con el C _ _ O. Luego tenemos a los propietarios de decenas y cientos de pisos que ponen la mano para cobrar pero no para pagar sus obligaciones. Al final, en vez de ser un mercado ordenado y regulado correctamente por ley es una casa de P _ _ _ S. Y luego pasa lo que pasa. El pimpollo nieto de la abuela e hijo de mamá que tiene amigos franceses al salir de la discoteca y se monta el castillo de los 20 millones para observar al populacho pero con cara de vivir en un apartamento de 80m2 en la Calle Maquiavelo. Saludos",,7,7
AL20240920090100-225310,AL20240920090100,Pepito,Fa 8 dies,,"qui vulgui manar que es compri un pis i pagui la hipoteca com la resta de mortals, esta dpm això de estar de lloguer a l'empara de govern i no veure reflectits en aquest ni les pujades de la llum, l'aigua, ei altres despeses que sí que ha vist pujar el propietari i la resta de la societat. Ja està bé de que la gent vulgui viure de puta mare sota un contracte que es va estenent any rere any podent deixar-lo quan vulgui amb un preavís de 2 mesos mentre que el propietari no pot fer res de res i te les mans lligades ad eternum. Això només provoca que la gent no vulgui llogar, i cada cop serà pitjor, només cal veure que al mercat de lloguer a tota Andorra hi ha menys de 100 pisos mentre que al de venda n'hi ha més de 2.000... si voleu manar , maneu a casa vostra polítics!!!",,27,14
AL20240920090100-225344,AL20240920090100,Fran,Fa 8 dies,,"Observador, ""Buscat una feina millor"". No saps a què em dedico.  Totes les persones que us netegen la casa, que us serveixen birres, que mantenen els vostres cotxes, que reformen els vostres pisos, que cuiden els vostres padrins o pares en les residències, que ensenyen als vostres fills a l'escola, o que us cuiden a l'hospital si esteu mai ingressats.... que es busquin una feina millor.  No?",,12,4
AL20240920090100-225342,AL20240920090100,Observador,Fa 8 dies,,Aquest es el teu problema. No el del.propietari. buscat una feina millor,,4,10
AL20240920090100-225339,AL20240920090100,Fran,Fa 8 dies,,"Només es preten pagar un lloguer raonable, ni asistencies de govern, ni manar ni histories.",,13,1
AL20240920090100-225335,AL20240920090100,Terromperialosmorros,Fa 8 dies,,Que maldad teneis..si siempre a hecho el propietario lo que a querido..ahora que le ponen los puntos sobre las ies...le parece mal...pues ya es hora...seguro que tu eres dueño de piso por eso hablas asi...!! Por supuesto...todos los que hablais en contra es..que lo sois...!!! Mangantes..inhumanos ..anti-solidarios...!!! Nunca a tenido el inquilino..favoritismos..!! Sois lo peor de lo peor..se busca una simple casa para vivir..como personas..no palacios..ni chalets..de lujo...eso los que se lo puedan permitir..que lo paguen..pero no .casas normales..que hasta hace poco costaban..tres cuartas partes de los precios de ahora...y me da igual que pongais negativos en mi demanda...porque se que sois vosotros..mas los youtubers...los futbolistas..que han venido...o amigos ..o familiares...me importa un comino ...vuestra opinión...si no fuera por vosotros este problema estaria zanjado hace tiempo...solo dais problemas...eso es ...de inteligencia O...solo con los tarados ...se dan tanta.vueltas a las cosas..pero aunque no lo seais...teneis la .misma capacidad...por lo que ya sabemos..no sé..como el gobierno...pierde tanto tiempo con vosotros...si fuera otro tiempo...os habrian dado el ultimátum ( o lo aceptais ..o !! Fuera del pais ..YA.!!.Al fin y al cabo a quien os interesa vivir aquí..es a vosotros..y mas despues de comprar tanto...yo os callaba la boca   y tendriamos mas pisos para alquilar..porque os los compraria el gobierno a precios de saldo..o sea por la mitad ..o menos,,9,14
AL20240920090100-225323,AL20240920090100,Si pogues ho faria amb gust,Fa 8 dies,,"Creume que si estigues dins de les meves opcions una compra o un llogue amb opcio a compra, ho faria sense cap dubte. Pero encara tenint una feina que requereix certificacions, no em dona el sou... i no soc de sortir de festa ni tenir vicis cars...",,13,1
AL20240920090100-225301,AL20240920090100,Prou,Fa 8 dies,,Tot mentires manipulacio rés mês,,6,0
AL20240920090100-225265,AL20240920090100,Resident,Fa 8 dies,,"El que mai no hauria d'haver passat va ser la violació de contractes privats. El contracte d'arrendament és per 5 anys, després dels quals el propietari pot tornar la seva propietat si ho desitja i establir-hi qualsevol, fins i tot al seu fill o al Papa. A causa de la interminable interferència governamental, molts han arribat a creure que un contracte d'arrendament temporal (que ja ha expirat) els dóna dret a ser propietaris de per vida. Això està malament.",,33,10
AL20240920090100-225348,AL20240920090100,Pere,Fa 8 dies,,"Estalvia i comprat un pis i veuràs la gracia que et fa que després et diguin que o el tens llogat a temps indefinit -que es el que el Govern ha anat fen des del 2019- o bé et claven un impost de 100 euros al m2, a l’aquest pas ningu invertirà en habitatge, estem en una societat on els polítics per mantenir-se en el poder ha de ser tot gratuït, transport, habitatge regulat, sanitat, treballar poc, bones pensions ..… i com diuen a DA, com menys diners costi l’habitatge, mes diners hi haurà per vacances i oci !!! Visca el populisme !!!! La factura de l’egoisme ja la pagaran els nostres i fill i nets !!!",,9,3
AL20240920090100-225337,AL20240920090100,Fran,Fa 8 dies,,"Sí, així és. Encara no sé quants pisos han sortit del mercat, ja que no s'ha fet un cens de pisos buïts en condicions.",,2,0
AL20240920090100-225317,AL20240920090100,buf,Fa 8 dies,,"Encara no ho saps Fran, però la de pisos de lloguer que desapareixeran del mercat et farà veure que ha sigut un terrible error cargar-se la temporalitat dels contractes. I ja t'adelanto, que si es torna a intentar un altra pròrroga, això ja anirà per tribunals i la mossegada pot ser seria..",,13,4
AL20240920090100-225312,AL20240920090100,Resident,Fa 8 dies,,"Les pròrrogues interminables són violacions de contractes privats, en què s'indica clarament el seu període de validesa.",,17,3
AL20240920090100-225307,AL20240920090100,Fran,Fa 8 dies,,"Sí, així és, un cop acabat el contracte, la persona propietària pot disposar de l'immoble o els seus familiars de primer grau. No s'han violat els contractes privats.  El que es denuncia són els abusos. No s'ha prohibit recuperar el pis per us propi o de familiar de primer grau. Són una excepció que estan aprofitant per fer xantatge quan finalment es renta l'immoble però a un preu superior.",,9,19
AL20240822211000-221166,AL20240822211000,Carai,Fa 1 mes,,"Per ser que no vol polémica , s’apunta d’entrada.  Que Govern  no va bé, és inqüestionable però a mi no em val d’excusa per la feina també mal feta del Comú . Uns i altres deixen molt que desitjar.",,5,3
AL20240822211000-221120,AL20240822211000,Carlestoltes,Fa 1 mes,,El trio dinámico.,,7,0
AL20240708174000-215049,AL20240708174000,Miki,Fa 2 mesos,,"Si, y mi abuela fuma puros.",,1,0
AL20240708174000-214965,AL20240708174000,Prou,Fa 2 mesos,,Ara vindrà qui fa kung fu tot arreglat,,1,0
AL20240708174000-214955,AL20240708174000,Pepo,Fa 2 mesos,,"Tema torres,es va semblant al  barri de la mina,sinó temps al temps, horrorosos els edificis i una vergonya de distància de un pis al altre,es poden veure casi porta en porta,alucinant pagar tan per aquest desastre urbanístic",,23,0
AL20240708174000-214950,AL20240708174000,Karlitos,Fa 2 mesos,,"El tema dels pisos hauria de ser més coherent, honest i real.....Un pis de 30 anys en un edifici sense ascensor, les finestres no estan aïllades, sense aparcament per al cotxe, els metres quadrats de lloguer haurien de ser mesura diferent d'una nova construcció. D'això se'n diu sostenibilitat....El que no pots fer és posar tots els pisos a la mateixa bossa. Quan es compra un cotxe o un electrodomèstic, hi ha condicions de servei. Per exemple, els cotxes no tenen el mateix preu perquè són cotxes, el mateix passa amb els electrodomèstics i els punts CASS......Per ser més clars.",,34,3
AL20240708174000-214948,AL20240708174000,Llogater,Fa 2 mesos,,"Aquesta noticia, aquestes dades, donades per una immobiliaria, tenen la clara intenció d'acollo.ir a la gent. Es com dir: ""cuidado, que aixó val aquest preu i us haureu d'anar acostumant""",,13,5
AL20240708174000-214997,AL20240708174000,Portal,Fa 2 mesos,,"Aquesta situació no beneficia a ningu. Que han fet els comuns amb el 15% de cessió? No eren per equipaments i pisos socials? On son aquesta immobles? Criminalitzar immos i propietaris no em sembla just. De tots els immobles publicars, ni el 3% son pisos de lloguer. Això es un drama.",,0,1
AL20240708174000-214971,AL20240708174000,Llogater,Fa 2 mesos,,Doncs amb més raó el meu comentari. Una colla d'immobiliaries i uns propietaris. Els interessos que tenen son els mateixos i la intenció es la mateixa...,,9,0
AL20240708174000-214953,AL20240708174000,portal,Fa 2 mesos,,no és una immobiliària la que dona aquestes dades...és un portal on s'hi anuncien les immobiliaries i els particulars.,,3,8
AL20240708174000-214933,AL20240708174000,Sr Bisbeee,Fa 2 mesos,,"A uí voleu enganyar? Els Inversors extranjers solvents ja giren cúa.No interese aquest caos urbanístic de país,amb fals luxe.Torres noves i ja inundades...Pisos de l época de la guerra civil a preus d or,amb humitat ni parking ni ascensor com a l avda Meritxell.Que semble el Bronx o un polígon barriobajero...",,20,3
AL20240708174000-214929,AL20240708174000,Daniel Massana,Fa 2 mesos,,"Encara estem be de preu , amb comparacio de Mónaco o new York.",,11,16
AL20240708174000-214995,AL20240708174000,Lo que busca la gent,Fa 2 mesos,,Si vols les podem comparar a nivell de seguretat,,3,0
AL20240708174000-214946,AL20240708174000,oscar,Fa 2 mesos,,"Ja, pero per sort, o per desgràcia, això no es ni Mònaco ni NY, que mes voldrien alguns :-).",,11,1
AL20240708174000-214943,AL20240708174000,Flipo,Fa 2 mesos,,"No em, comparis, Andorra que no deixa de ser un poble amb new York o amb Mónaco,  I a part dels sous que hi han , mare meva !",,14,2
AL20240708174000-214926,AL20240708174000,Pep,Fa 2 mesos,,"4 % i 4,6% segons m'han enviat de la immo per mail, x llei del govern, més de 100€, això és verídic?",,3,1
AL20240708174000-214909,AL20240708174000,Un andorrà,Fa 2 mesos,,No feu cas!!! El Nostre Govern diu que un pis de lloguer mitj son 600€!!! No caieu a la trampa de la desinformació!!,,58,2
BO20240926210019-0,BO20240926210019,Eva,,,Que retreu!? Serà l'herència que ha deixat Astrie amb la seva leydi lentejuelas Marsol a la cartera.. no es pot retreure amb un Comú just començant a legislar sinó s'haurà de deixar treballar i recuperar els fons perduts que eu deixat!!!,,,
BO20240925134222-0,BO20240925134222,INCOMPETENS,,,"Tanqueu la porta de una P... vegada i deixeu de emplenar el país de misèria i desnonats.  Doncs no empleneu el país de tants DESNONATS i veureu com no en tindreu de donar tantes, mes valdria que ajudéssiu mes a la gent del país i no aquets que porten dos dies aquí, molt ineptes i impresentable tot plegat",,,
BO20240925134222-1,BO20240925134222,apanyats,,,"Amb mentalitats com la teva anem apanyats, no és tot per la gent de fora sinó per la gent d'aquí (molta gent que cobra pensions miserables de 400€) que no poden ni pagar un lloguer (ja no et parlo del menjar). No tots són tan afortunats com els youtubers o influencers o els funcionaris.",,,
BO20240923115952-0,BO20240923115952,laura,,,"Envejosos i gelosos, si per ells fos viuriem de les patates i hauriem de tornar als pobles d'origen. La majoria viuen del cuento i no entenenen lo que costa ortar el pa a casa",,,
BO20240923115952-1,BO20240923115952,Be,,,"Aquests no es coneixen la de no treure el peu d'una barca fins no tindre l'altra ben assegurada. Si volen canviar els sectors, em sembka bé però que ho facin invertint amb els seus diners i sense perjudicar a altres. ",,,
BO20240917010004-0,BO20240917010004,LO VOSTRE NO TE NOM,,,"Mare meva aquets de la CEA sou uns impresentables!!! no teniu vergonya, esta el país que sembla el barri Xines i encara volen portar mes desnonats aquí per tenir el país tensionat als límits en TEMA HABITATGE, SALARIS, AJUDES A AFERS SOCIAL etc, SOU LA VERGONYA DEL PAIS QUE SOLS VOLEU GENT LOW COST SENSE CAP FORMACIO RONDANT L’ANANLFABETISME PER PAGAR UNA MERDA, espero que petint tots els vostre negocis cutres salxixeros que no els i queda ni un tele diari per el servei patètic que doneu. IMPRESENTABLES",,,
BO20240917010004-1,BO20240917010004,Tururú ,,,"Si, si, jo treuria tots els requisits, però també TOTES LES AJUDES ( lloguer, transport, menjadors, calefacció,targetes de menjar etc,etc) AJUDES=IMPOSTOS. Cuan aquesta gent no arriben a minal de mes, que Ho pagui la patronal...",,,
BO20240917010004-2,BO20240917010004,Africa,,,Clar clar..facilitem mes..si la gent viu en parella en un pis compartit..ara portem els nens...i despres demanen ajudes a govern..aixi la cea surt amb la seva..porta treballadors a preu regalat i li pasa la patata calenta a altre.,,,
BO20240916000004-0,BO20240916000004,Marcel,,,"Sí sí, al gener... mentrestant ja ens han caigut dos rebuts de 61€",,,
BO20240911135500-0,BO20240911135500,Ciutadana,,,"16M entre 54 pisos de 50m2 aprox, 296mil el pis, 5.900m2 de construccio.... numeros grossos....",,,
BO20240909180000-0,BO20240909180000,unai,,,"Si sols fossin mestres, però ens manca mà d'obra de qualitat a tots els sectors i tot per la maleïda especulació immobiliària. No aprenem, i és més anem a pijor dia rere dia",,,
BO20240904125500-0,BO20240904125500,Chanchollo,,,"Cap chollo, més aviat sembla que estiguin ajudant als propietaris que no saben com treu-re li profit, que ajudant la població. Chanchullo total",,,
BO20240904010003-0,BO20240904010003,caretes,,,"O sigui, que és més important defensar els propietaris i rics que no paren d'apujar els lloguers, i en conseqüència tenen els pisos buits perquè ningú pot pagar aquestes quantitats i estan fent que tanquin negocis a dojo per les pujades de lloguer, que a la majoria que no pot trobar un sostre per viure o un local per treballar. Ara es veu la veritable cara, quan cauen les caretes d'aquests mentiders, que fan veure que volen el bé comú, quan en realitat sols volen protegir els seus interessos, ja que ells com a polítics també són propietaris. Entre uns i altres, estem fotuts...Quina decepció d'oposició! Sous patètics",,,
BO20240829020004-0,BO20240829020004,Nyop,,,"Es molt fàcil, si no es compleixen els requisits, fora del pais.  Es la única solució real per a no crear efecte crida. Em sap greu, pero si no es fan les coses be hi ha conseqüencies...",,,
BO20240829020004-1,BO20240829020004,"TEMA IMMIGRACIÓ SUDAMERICANA EL ESPOT I EL SANCHE VAN A LA UNA I AQUELL PER AIXO PUJA , NO PER LES BICIS NO.",,,"Entre tu, el Espot and Pedro Sànchez la portem clara, aquet de ESPANYA no ve no a recollir bolets, ve perquè per andorrà es tot un follon portar immigrants directament de Sud Americà aquí, i com el Sànchez vol emplenar Espanya amb 300 mil immigrants més doncs el nostre gran home li deu haver dit tu portant 350 i els 50 me'ls pases ami si tingués la loteria de Nadal tant segura seria el tio més ric ( cada cop que ve un president Espanyol aquí la lia)",,,
BO20240829020004-2,BO20240829020004,maria,,,"Si ara per ara se'ns ha colat de tot al país, i no parlo dels argentins, sinó de gent de OF, estafadors de criptomonedes i vés a saber que més, no vull imaginar amb l'acord d'associació. Andorra està tope, tant que abans una parròquia tranquil·la com la Massana per viure ara és insuportable. I les cues que hi ha no les generen els argentins que majoritàriament viatgen en bus. Molts argentins vénen a treballar i a fer feines que els d'aquí no volen fer, perquè tenen horaris de por i salaris irrisoris. Ara, ningú diu res dels altres que vénen a ficar els dinerets a la construcció que està destruint la natura del país, només perquè tinguin diners, no tot s'hi val. Els controls els haurien de fer exhaustivament per a tot cristo, perquè ja comença a ser força aclaparador.",,,
BO20240822191000-0,BO20240822191000,Perico,,,"Mentira. Ha sigut un hivern ple de cancel.lacions. la temporada baixa ha estat tot pelat, juliol ha estat 50% inferior i de momdnt nomes es salva l'agost x el mundial de btt. Sempre diu mentires estadiatica",,,
BO20240821200003-0,BO20240821200003,novolenquetinguempropietats,,,Com a mínim 5 anys... les mudances no són gratuïtes i el lloguer a curt plaç surt car. Em sembla penós que el govern mai hagi mencionat res de pisos de protecció oficial de compra. Això és lo que es tindria que fer per protegir a les families del país i donar-lies una estabilitat de veritat i qualitat de vida. No tenen perdó!! ,,,
BO20240816020002-0,BO20240816020002,Atònit,,,"Mare meva... Aquesta persona no té ni idea de lo que està dient, quin deliri. És com un lloro que repeteix coses que no té ni idea de què volen dir. DA comunistes? No tenim on caure morts i tot i així gosa seguir defensant que la classe propietària segueixi fent negoci a costa de les nostres vides, de fer-nos encara més pobres?",,,
BO20240816020002-1,BO20240816020002,Tu pesadillas,,,"Sr Artur Homs, hauria d'estar més actualitzat. Si vostè anomena dictadura comunista a les suputes mesures d'habitatge del govern, doncs, estaríem dient que Àustria té una dictadura Comunista? Doncs us informo, (perquè es nota que no s'informa!), a Àustria no només es controla sinó que es regula, tant la qualitat, com el preu i la quantitat. De fet molt poca gent és propietària, i el 70% dels lloguers pertany a l'estat.  Més dades Sr Athur, en un mateix bloc podreu trobar gent de diferents classes socials, és a dir, trobareu gent d'alt recursos vivint la banda/a baix/a dalt on gent de poc recursos. El que passa és que a vostè Senyor no us interessa la soietat en si, sinó la riquesa que genera la construcció. Gracies!",,,
BO20240815205300-0,BO20240815205300,JM,,,"Si reformar es tracta de posar més alquitrà a les voreres, no anem bé, atrau la calor, prové d'un combustible fósil, es es geig amb ganes, tot malament...",,,
BO20240805210000-0,BO20240805210000,I seguira,,,"Swguira encarinysd x la llei omnibus i la insdguretat juridica. Tot intervencionisme acava aixi, sempre passa igual amb els.paisos k intervenen el mercat. Ara com expropiaran ni deu construira amb ho qual seguiran pujant els preus i de forma mes vertical. El.problema s'agreujara i a sobre amb 500 families aue perdran la seva feina xk els expropiaran els pisos turistics...",,,
BO20240730131234-0,BO20240730131234,pufo,,,"Mentre el nostre Govern va culpant a l'oposició, Grifols ha tancat la sessió d'aquest dimarts amb caigudes del 0,26% després que la Comissió Nacional del Mercat de Valors (CNMV) reprengués la cotització, suspesa a mitja jornada. La farmacèutica va emetre un comunicat admetent ""una incorrecta comptabilització"" als comptes del primer semestre, una explicació que el regulador va titllar d'""informació suficient"".Com sempre i com en el cas de l'acord d'associació l'obscurantisme d'aquest Govern fent malbé el país un cop i un altre.",,,
BO20240729135553-0,BO20240729135553,Antonia,,,Limitsr la inversió estrangera farà caure la recpatacio d’impostos i per tant posa en risc les finances publiques. La recaptacio cada dia ve més de la gent que ve de fora que de nosaltres.,,,
BO20240729000000-0,BO20240729000000,Carla,,,"Qui vulgui més pasta guanyada amb l'especulació immobiliària que aixequi la mà: jooooooo, joooo, joooo!!!",,,
BO20240725111115-0,BO20240725111115,ordinenc,,,"Una fantàstica notícia, agraeixo al Govern i al comú la decisió finalment presa amb seny i totalment encertada. Crec que tots els veïns del poble estaran d'acord",,,
BO20240718000000-0,BO20240718000000,Perico,,,Kins pisos? Ningu posara un pis en aquest pla amb les vondicions k s'ofereixdn. Començeu a edificar els vostres encomptes de fer fonteyes i xorrades i llogueulos al.preu qu3 os dongui.la gana,,,
BO20240718000000-1,BO20240718000000,Fantasia,,,"Amb aquests preus es pague la comunitat de veins i una petita part  de la reforrma. No es paguen totes les despeses, pareu de voler fer invents que no sabeu de que parleu i no en teniu ni idea. Conseller dediquis a una altra cosa que aixo no es lo seu no en tindreu ni un.",,,
BO20240711000000-0,BO20240711000000,Residenta,,,"Residents amb mes de 20 anys. S9n.els k es van gastar la.pasta fent la.casa a portugal, galicia o miami platja encomptes de comprarsd el.pis a andorra en epoca de vaques grosses. Ara a apexugar els demes... es una vergonya tot",,,
BO20240707183500-0,BO20240707183500,Nomen tenia raó ,,,"El que deia Nomen. De fet, la clava bastant en tot i DA copiant. ",,,
BO20240703212708-0,BO20240703212708,Lladres de da,,,"Sra marsol. Els meus pisos turistics donen feina a 3 persones. Vaoste vol que aquestes persones es quedin sense feina, (ja els hi he dit aue es quedaran sense feina gracies a vosté i al sr. Espot). Si vosté creu que jo fare amb els meus pisos ho que voste vulgui… ho te clar. Passaran de pisos turistics legals, que paguen 3 sous i donen un impecable servei als turistes, tenint una puntuacio superior al 9.3 a sdr pisos pastera (700 euros x llit), deixaran de pagar impost de societats i deixaran 3 persones sense feina de mes de 55 anys que viuran d’ajudes de govern encomptes de fer la seva feina. No cal que corri gaire amb la llei xk no aflorara cap pis al mercat, el dia que s’executi hi haura la transcicio a pastera i ja esta. 700 euros x llit x tantes places com digui la celula d’habitabilitat. Preparis pdr el dia de les eleccions, la gent que perdra la feina tambe votan",,,
BO20240802020003-0,BO20240802020003,"SUMAR, Serveis Públics d'Acció Social de Catalunya MP, SL",,,"Benvolguts,  En relació a la menció a ""possibles irregularitats"" existents a l'encàrrec de gestió del Consell Comarcal a SUMAR, volem informar que l'Oficina Antifrau va arxivar d'entrada la denúncia rebuda (que és de l'any 2022) afegint algunes consideracions en base a una Sentència del Tribunal Superior de Justicia de Catalunya que NO ERA FERMA i que ha estat REVOCADA per la Sentència 1205/2024 del Tribunal Suprem de 4 de juliol.   Aquesta Sentència del Tribunal Suprem valida SUMAR com a mitjà propi dels seus socis, determinant que SUMAR no té vocació de mercat, compleix tots els requisits legals com a mitjà propi i no es troba subjecta a les normes de la contractació pública ni de la competència.  Tot l'anterior per deixar constància de la legalitat dels encàrrecs de gestió rebuts per SUMAR i també, del del Consell Comarcal de l'Alt Urgell.  Salutacions cordials,",,,
BO20240701121526-0,BO20240701121526,Perico,,,"Comunistes, esta apunt de neixer la extrema dreta a andorra i durareu 4 dies",,,
BO20240701121526-1,BO20240701121526,resident,,,"Totes aquestes mesures populistes, com la dels pisos turístics, que presenten i al mes o mes i mig, fan enrere, de què serveixen? Vull dir, si tothom sap que els propietaris al final tenen agafats pels ous als polítics, per què s'entesten a enganyar la població? Sabeu que no som idiotes oi? O es que les feu perquè sabeu que intervenint el mercat esteu promovent i protegint l'encariment del mercat? I és clar si sou vosaltres majoritàriament els propietaris a més de ser els nostres governants, ja us va bé no? Pero repeteixo, NO SOM IDIOTES!!",,,
BO20240701121526-2,BO20240701121526,el peix que es mossega la cua,,,"Això dels pisos a Andorra, ja cansa moltíssim. Si no es lloguen en 12 mesos, es perquè encara els els tenen a preus desmesurats, o no valen la pena o t'has de mudar en 3 anys, es a dir doneu voltes i voltes i sou incapaços de trobar una solució adient. Jo us proposo deixar de fomentar l'especulació que crec que ja heu fet una fortuna, i controlar molt més el tipus de gentussa que ens entra i que a més de no aportar res ho encareixen tot. A Espanya ja estan prenent mesures vers el pisos turístics i vosaltres ja us esteu fent enrere, sou com pollastres corrents sense cap",,,
BO20240701121526-3,BO20240701121526,Lara,,,Aquest diari censura. No serveix,,,
BO20240830020003-0,BO20240830020003,Sisco,,,"Les zones Comercials que no trebaallen com és el barri antic, és culpa de les autoritats polítiques que és fiquen on no els pertoca. Abans el barri antic estava ple de botigues que treballaven. Quan els polítics van decidir que seria un barri de restaurants, el barri va caure en picat.  Avui tenim el resultat. ",,,
BO20240830020003-1,BO20240830020003,Toni,,,La foto escollida no es la millor…aquest local s’està reformant per actualitzar-lo i si no m’equivoco ja està llogat…a un comerç de productes de luxe. ,,,
BO20240715011501-0,BO20240715011501,PAPA PASSA'M LA VISA,,,"I tant quin fart de riure!! Fins els 35 anys, ja tant se val que esteu a la cass del papa i mama fins que la palmin que segurament vosaltres ja estareu a un pas del retiro, i començar a treballar per quan, als 50? Ja ja ja quina colla de mantinguts i ganduls, apa que no les tenen de passar p...s aquets amb les idees HAPYY FLOWER que tenen, no han vist res aquets encara ",,,
BO20240715011501-1,BO20240715011501,"LO QUE TENIM DE VEURE, DE TRACA ",,,"A UN ATURAT AMB 50 ANYS SI SENYOR PERO VOSALTRES? No teniu vergonya.  Els joves lo que no tenen es vergonya,  que s’ajudi amb la cass a una persona que porta tota la vida treballant i amb 50 anys s’ha quedat sense feina que ja es difícil trobar un lloc de treball es molt raonable, però aquesta colla de gandul que volen començar a treballar amb 45 anys? Sou una colla de ganduls i cara dures que xucleu els cales  i la sang dels pares i ara voleu viure també del estat, ara per gastar 300 o 800 euros amb  euro copes, concerts i tot plegat per això si que esteu a punt, ganduls que sou una colla de ganduls  i vividors ",,,
DI20240927162300-17084266,DI20240927162300,Ani,"9/27/2024, 1:11:06 PM",2024-09-27 13:11:06,Tot se resum €€€€€€,,,
DI20240927162300-17078185,DI20240927162300,Globalista,"9/27/2024, 5:33:18 AM",2024-09-27 05:33:18,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,,,
DI20240927162300-17077137,DI20240927162300,fiascu,"9/27/2024, 3:48:40 AM",2024-09-27 03:48:40,"Hi ha algun altre camp al país homologat per la FIFA que no sigui el Nacional? Llavors la Selecció Nacional de Fútbol, on ha de jugar? Al Nacional. Punt final de la qüestió. No es pot utlitzar l'Estat per perjudicar o anar en contra de ningú. L'Estat inverteix en Estadis públics de l'esport que sigui per a tothom. Si no, el Morabanc Andorra que es faci el seu propi camp, no?",,,
DI20240927162300-17076289,DI20240927162300,PEP,"9/27/2024, 1:42:04 AM",2024-09-27 01:42:04,"Ja cansa aquest tema... no entenc perquè donar tantes voltes si són els únics que poden portar algo d'aficionats al Nacional... que els hi deixin i ja esta, qüestió de logica",,,
DI20240927162300-17076797,DI20240927162300,F,"9/27/2024, 3:01:26 AM",2024-09-27 03:01:26,Doncs si que cansa si...això ja es va deixar clar i no hi ha volta de fulla. Es van ficar tots d'acord i ja està.,17076289,,
DI20240927162300-17076216,DI20240927162300,Shitleague,"9/27/2024, 1:30:13 AM",2024-09-27 01:30:13,FAR-SANTS,,,
DI20240927162300-17076017,DI20240927162300,Joan,"9/27/2024, 12:58:06 AM",2024-09-27 00:58:06,Enèsima farsa. Tothom sap des del primer dia que no tenen cap intenció de fer un camp (no té cap sentit econòmic). Ara ja tornen a estar al lloc que volien i si pugen tornaran a apretar per seguir al nacional ,,,
DI20240927162300-17080712,DI20240927162300,Wally,"9/27/2024, 8:34:41 AM",2024-09-27 08:34:41,Tal qual!,17076017,,
DI20240927162300-17075781,DI20240927162300,Canillenc,"9/27/2024, 12:25:12 AM",2024-09-27 00:25:12,"El que no entenc és perquè la única entitat a la qeu se li demana fer un camp és el futbol. El bàsquet juga en un pavelló pagat i remodelat per govern, el volley, l'handball i el hoquei en pavellons també públics i el rugbi vol jugar en un camp pagat per la FIFA i que excedeix de llarg les necessitats que ells tenen. El perjudicat sempre és el futbol que curiosament és l'esport més seguit del país. Que li preguntin a la FAF!",,,
DI20240927162300-17079851,DI20240927162300,Privat,"9/27/2024, 7:33:49 AM",2024-09-27 07:33:49,"Canillenc,estem parlant de un club privat. I final",17075781,,
