id,datetime_added,journal,search_term,datetime_article,category,type,title,link,comment_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
AL202409271730-el-226409,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 17:30:00,afers exteriors,article,Espot fa a l’ONU una crida implícita a Rússia i Israel a acatar “el dret internacional humanitari”,https://www.altaveu.com/actualitat/afers-exteriors/espot-fa-onu-crida-implicita-russia-israel-acatar-el-dret-internacional-humanitari_60649_102.html,226409,Toni Crescento,Fa 8 hores,,"Jajajaja, el Petit Prince, què bo!!",,13,2
AL202409271419-el-article,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 14:19:00,reportatge,report,‘Beautiful boy’: l’excusa per obrir el diàleg sobre la salut mental i mantenir-lo tot l’any,https://www.altaveu.com/reportatges/beautiful-boy-excusa-obrir-dialeg-sobre-salut-mental-mantenir-lo-tot-any_60645_102.html,,,,,,,,
AL202409271319-el-article,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 13:19:00,economia,article,Andorra exposa el projecte d’una àrea d’innovació a escala país en un congrés a Nairobi,https://www.altaveu.com/actualitat/economia/andorra-exposa-projecte-area-innovacio-escala-pais-en-congres-nairobi_60642_102.html,,,,,,,,
AL202409271319-el-226399,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 13:19:00,economia,article,Andorra exposa el projecte d’una àrea d’innovació a escala país en un congrés a Nairobi,https://www.altaveu.com/actualitat/economia/andorra-exposa-projecte-area-innovacio-escala-pais-en-congres-nairobi_60642_102.html,226399,Endolls,Fa 11 hores,,La dona del consol de Canillo de passeig,,1,0
AL202409271319-el-226386,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 13:19:00,economia,article,Andorra exposa el projecte d’una àrea d’innovació a escala país en un congrés a Nairobi,https://www.altaveu.com/actualitat/economia/andorra-exposa-projecte-area-innovacio-escala-pais-en-congres-nairobi_60642_102.html,226386,NO FALTA AMBAIXADOR AQUÍ?,Fa 12 hores,,"Ja es extrany que DA no proclami a ningun pota negre lliure ambaixador aquí, serà que poder a hores d'ara ja no queda ningú per colocar i am TXETXÈNIA van fer el ple",,0,0
AL202409271142-el-article,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,,,,,,,,
AL202409271142-el-226389,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226389,On para Llumeneres?,Fa 12 hores,,No es el Comú qui ha de subvencionar un esdevenimebt com aquest sino un ministeri (Esports o Turlsme) perquè l'impacte es nacional,,9,2
AL202409271142-el-226387,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226387,"Ni el trial , una llàstima",Fa 12 hores,,"Aquest talibanisme no porta enlloc. Ara son el Comú, no uns tertulians de bar ... una mica de responsabilitat.... i que no s'escudin en temes mediambientals, son només de politica per la politica.",,7,6
AL202409271142-el-226385,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226385,Vassilious D,Fa 12 hores,,Quina pena! Jopeta!,,5,3
AL202409271142-el-226380,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226380,Jordi,Fa 12 hores,,La muntanya ho agrairà!,,12,4
AL202409271142-el-226366,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226366,motomami,Fa 14 hores,,que treballi el Bare Nostrum vol dir tot el poble ?,,14,7
AL202409271142-el-226391,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226391,Marc,Fa 11 hores,,"No se tu, pero jo he vist el Muntanya, Eurocenter, La Passa, Vini Vidi Vici, Roses, Principat, Venecia plens aquell cap de setmana. Jo crec que doncs no es nomes el Bare Nostrum, et recordo que a la zona també hi son Art i pa i El Cantabric.",,7,0
AL202409271142-el-226355,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226355,Oscar,Fa 15 hores,,Sant julia de loria te dos coses! La festa major i el mundial de trial! El comerciants del poble esperen aquestes dates cada any!! Ara ja nomes queda la festa major! Anims Cairat!! Fem un mundial de pasejar animals? Es el teu gran pasión!!!!,,16,5
AL202409271142-el-226343,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226343,Jordi,Fa 16 hores,,"Ja aquest ultim trial, aquest nou comú nomes s’ha dedicat a posar-hi traves… es veia vindre aquesta situacio lamentable.. no calen auditories per visualitzar l’impacte economic als hotels, restaurants i establiments de la parroquia durant el cap de setmana del trial, nomes passejant pel carrer veies Sant Julià plena de gent, entre participants, familiars i turistes del trial la parroquia estava plena i costaba veure un bar que nomes passejant pel tingues la terrasa plena.. Aquest comú es basa en no fer res i eliminar les coses que funcionen sembla..",,17,4
AL202409271142-el-226349,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226349,Jordi,Fa 16 hores,,"Poc vas passejar pel poble, perque ni lloc per dinar hi havia per molt que plogues.",,14,0
AL202409271142-el-226348,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226348,mm,Fa 16 hores,,Va ploure tot el cap de setmana i el poble estava buit.,,2,12
AL202409271142-el-226342,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226342,Sisco,Fa 16 hores,,"Millor, menys muntanya destrossada, ni les bicis de Pal haurien d' aparèixer!",,17,14
AL202409271142-el-226341,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226341,W&F,Fa 16 hores,,I tan debò no tinguin l'autorització...prou barbàrie!,,16,16
AL202409271142-el-226340,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:42:00,esport,article,Andorra no apareix en el calendari provisional de proves del Mundial de TrialGP del 2025,https://www.altaveu.com/actualitat/esport/andorra-no-apareix-en-calendari-provisional-proves-mundial-trialgp-2025_60638_102.html,226340,Marteta,Fa 16 hores,,Una altra cairatada més!!!,,15,3
AL202409271122-el-article,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 11:22:00,esport,article,Ferran Costa no es mulla sobre el tema de l’estadi: “Confio molt en tothom que forma part del club”,https://www.altaveu.com/actualitat/esport/ferran-costa-no-es-mulla-sobre-tema-estadi-confio-molt-en-tothom-forma-part-club_60637_102.html,,,,,,,,
AL202409270730-el-article,2024-09-27 20:04:36.953173,altaveu,el,2024-09-27 07:30:00,opinio,opinion,El camí cap a una administració més eficaç,https://www.altaveu.com/opinio/cami-cap-administracio-mes-eficac_60623_102.html,,,,,,,,
AL202409271833-la-article,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 18:33:00,successos,article,Detinguts dos homes a la Seu d’Urgell per tràfic de substàncies estupefaents,https://www.altaveu.com/actualitat/successos/detinguts-dos-homes-seu-urgell-trafic-substancies-estupefaents_60652_102.html,,,,,,,,
AL202409271712-la-article,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 17:12:00,esport,article,La FIS proposa Andorra com a seu de la Copa del Món per als anys 2026 i 2027,https://www.altaveu.com/actualitat/esport/fis-proposa-andorra-com-seu-copa-mon-anys-2026-2027_60648_102.html,,,,,,,,
AL202409271712-la-226415,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 17:12:00,esport,article,La FIS proposa Andorra com a seu de la Copa del Món per als anys 2026 i 2027,https://www.altaveu.com/actualitat/esport/fis-proposa-andorra-com-seu-copa-mon-anys-2026-2027_60648_102.html,226415,Fiu,Fa 8 hores,,"Per compensar la marranada, no?",,1,0
AL202409271419-la-article,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 14:19:00,reportatge,report,‘Beautiful boy’: l’excusa per obrir el diàleg sobre la salut mental i mantenir-lo tot l’any,https://www.altaveu.com/reportatges/beautiful-boy-excusa-obrir-dialeg-sobre-salut-mental-mantenir-lo-tot-any_60645_102.html,,,,,,,,
AL202409271333-la-article,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 13:33:00,tribunals,article,Condemnada a sis anys de presó i una multa de 40.000 euros ‘la cambrera de la coca’,https://www.altaveu.com/actualitat/tribunals/tribunal-corts-rebaixa-sis-anys-pena-la-cambrera-coca-multa-40000_60643_102.html,,,,,,,,
AL202409271301-la-article,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 13:01:00,justicia,article,L’atracador de la gasolinera d’Encamp s’aferra a què no hi va haver perill per demanar menys pena,https://www.altaveu.com/actualitat/justicia/atracador-gasolinera-encamp-aferra-no-hi-va-haver-perill-demanar-menys-pena_60641_102.html,,,,,,,,
AL202409271301-la-226374,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 13:01:00,justicia,article,L’atracador de la gasolinera d’Encamp s’aferra a què no hi va haver perill per demanar menys pena,https://www.altaveu.com/actualitat/justicia/atracador-gasolinera-encamp-aferra-no-hi-va-haver-perill-demanar-menys-pena_60641_102.html,226374,Calla la boca,Fa 12 hores,,Cada vegada que parla aquest personatge tindria que emportarse 10 anys mes de comella. A callar la boca maco. No haguesis fet res. Ara a plorar solet i a les fosques. Ben a les fosques.,,8,0
AL202409271301-la-226359,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 13:01:00,justicia,article,L’atracador de la gasolinera d’Encamp s’aferra a què no hi va haver perill per demanar menys pena,https://www.altaveu.com/actualitat/justicia/atracador-gasolinera-encamp-aferra-no-hi-va-haver-perill-demanar-menys-pena_60641_102.html,226359,andorrà,Fa 14 hores,,"Cap tracte de favor ni rebaixes, a ser durs amb aquesta gent o altres sabran que aqui es fàcil atracar i acollonit a la gent. Percert un peça el nano eeee....",,15,0
AL202409271251-la-article,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 12:51:00,parroquies,article,La mina de Llorts incrementa visitants a l’estiu i obrirà els caps de setmana fins al 8 de desembre,https://www.altaveu.com/actualitat/parroquies/mina-llorts-incrementa-visitants-estiu-obrira-caps-setmana-fins-8-desembre_60640_102.html,,,,,,,,
AL202409271019-la-article,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,,,,,,,,
AL202409271019-la-226423,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226423,Quina vergonya,Fa 6 hores,,Dani amb els favors que t’he fet on vaig ara ?,,3,1
AL202409271019-la-226407,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226407,Som pell,Fa 8 hores,,"La Massana que s’ho faci mirar, que el Credit Andorrà semblava el seu salvador i era un llop amb pell de corder.
Que posin gent jove, que s’ho estimen i tenen gent preparada i amb ganes i no egòlatres setciencies.",,8,1
AL202409271019-la-226421,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226421,Massanenc,Fa 8 hores,,"Marticella, una gran persona. Rés a veure amb els taurons de l'altra vall. A la MASSANA t'apreciem.
SETAP365, una societat creada per arruinar Pal Arinsal i deixar-la sense clients. Srs. Consols de La Massana que espereu fer ara que ja no teniu ni un ull en el qué farà SETAP365.
De moment el mundials de mountainbike s'han fet a Pal 2 vegades, el mundial d'esquí encara l'esperen a l'altra vall.
Ridícul tot plegat",,18,5
AL202409271019-la-226400,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226400,Forever,Fa 11 hores,,"Que tornin a posar la crepería a Pal, aixo es lo que han de fer. Millor chiringuito de l estacio.",,26,0
AL202409271019-la-226417,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226417,Absolutament d’acord,Fa 8 hores,,Totalment d’acord!! Cap altre xiringuito pot reemplaçar la crepe i tot el seu personal.,,9,0
AL202409271019-la-226388,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226388,propera estació,Fa 12 hores,,a veure quin serà el proper destí...,,10,2
AL202409271019-la-226377,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226377,Talavera for ever,Fa 12 hores,,Ahora se entiende el fichaje de Chuchy,,8,1
AL202409271019-la-226371,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226371,Adeu,Fa 14 hores,,Un gestor terrible que ha cremat tot i a tothom que ha tingut a prop.,,41,21
AL202409271019-la-226370,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226370,Toni,Fa 14 hores,,"Ara si que anem bé a La Massana, si manen aquests dos ja podem anar tancant... Espero que el Comú de la Massana hi digui alguna cosa al respecte.",,23,7
AL202409271019-la-226365,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226365,Pep,Fa 14 hores,,Vaja tela.. Estem venuts,,23,4
AL202409271019-la-226364,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226364,Santi,Fa 14 hores,,"El monopolio de l’imperi Vilad en modo atac, així va el país amb els monopolis en tots els sectors amb els 4 terratinents",,24,4
AL202409271019-la-226351,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226351,Lluís P.,Fa 15 hores,,"Ells s'ho perden. SI no hi hagués hgut el Marticella, Pal-Arinsal hagués tancat fa molts anys. Sort hem tingut. El mon de la neu ha perdut tant talent els últims anys... I vist lo vist, més que en perdrà. Al final tot el país quedarà en mans de dos bancs!!! Com si no ho veiéssim!!! Ni Hidalgos, ni Ventajas, Crèdit i Mora!!! Treiem-nos el vel que ens cega a tots en aquest país!!!",,44,31
AL202409271019-la-226339,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226339,Txavier,Fa 16 hores,,"Un inútil menys. Que el màxim que ha fet es estavallarse una rere un altre
Marxa ara perquè els últims deu anys ha enfonsat la estació i el Mundial es la seva ultima gran catàstrofe 
Et desitgem molta sort",,29,57
AL202409271019-la-226337,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 10:19:00,estacions,article,Sortida pactada a la direcció general de Pal-Arinsal,https://www.altaveu.com/actualitat/estacions/sortida-pactada-direccio-general-pal-arinsal_60636_102.html,226337,Massanenc,Fa 17 hores,,"Canillo ja ho ha conseguit, ara manen a la Massana...",,49,3
AL202409270944-la-article,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 09:44:00,successos,article,Un turista circulava amb més del doble d’alcohol permès amb la dona i els fills menors al cotxe,https://www.altaveu.com/actualitat/successos/turista-circulava-mes-doble-alcohol-permes-dona-fills-menors-cotxe_60635_102.html,,,,,,,,
AL202409270944-la-226356,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 09:44:00,successos,article,Un turista circulava amb més del doble d’alcohol permès amb la dona i els fills menors al cotxe,https://www.altaveu.com/actualitat/successos/turista-circulava-mes-doble-alcohol-permes-dona-fills-menors-cotxe_60635_102.html,226356,Usuario,Fa 15 hores,,Si son de fuera ni se les multa pueden hacer lo que quieran para que otra vez vengan a comprar y no se enfaden,,3,2
AL202409270913-la-article,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 09:13:00,societat,article,“No es pot demanar a l’hospital de la Seu que es faci càrrec d’allò que Andorra prohibeix”,https://www.altaveu.com/actualitat/societat/no-es-pot-demanar-hospital-seu-es-faci-carrec-allo-andorra-prohibeix_60634_102.html,,,,,,,,
AL202409270913-la-226393,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 09:13:00,societat,article,“No es pot demanar a l’hospital de la Seu que es faci càrrec d’allò que Andorra prohibeix”,https://www.altaveu.com/actualitat/societat/no-es-pot-demanar-hospital-seu-es-faci-carrec-allo-andorra-prohibeix_60634_102.html,226393,Sr Bisbeee,Fa 11 hores,,Doncs Andorra prohibeix els pisos de final feliz.I a la Seu n està plé.Foteu riure,,2,1
AL202409270913-la-226376,2024-09-27 20:04:36.953173,altaveu,la,2024-09-27 09:13:00,societat,article,“No es pot demanar a l’hospital de la Seu que es faci càrrec d’allò que Andorra prohibeix”,https://www.altaveu.com/actualitat/societat/no-es-pot-demanar-hospital-seu-es-faci-carrec-allo-andorra-prohibeix_60634_102.html,226376,jose luis,Fa 12 hores,,"Vull que algú m'expliqui el que aquestes dones demanen, si tota la culpa és d'elles per quedar-se prenyades i no prendre mesures, jo crec que els altres no els hem de pagar l'avortament si la culpa és d'elles.",,8,12
